"Order Number ","Reason"," Cancelled By ","Note"," Subtotal Price"," Shipping Cost"," Total Price ","Cancelled Date","Order Date"
"Lvs36623","INVENTORY","Noor","رغبة العميلة  طلبت الالغاء على الميل","6195","60","6255","2024-11-24 09:42:59","2024-11-19 13:06:06"
"Lvs37811","REPEATED_ORDER","Fatma","ملغي مكرر عملت  غيره","460","50","510","2024-11-24 09:31:14","2024-11-24 10:18:10"
"Lvs37753","REPEATED_ORDER","Fatma","ملغي مكرر  عملت اروردين  مختلفين","300","60","360","2024-11-24 09:04:39","2024-11-23 17:00:05"
"Lvs37484","CUSTOMER_REQUEST","Nermin ","ملغي لعدم وجود القطعة  ومش عايزة بدايل","200","50","250","2024-11-24 08:23:23","2024-11-22 17:16:13"
"Lvs37178","CUSTOMER_REQUEST","Nermin ","ملغي مش عايزة بدايل","406","95","501","2024-11-24 08:20:55","2024-11-21 18:17:57"
"Lvs36893","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","390","50","440","2024-11-23 18:13:35","2024-11-20 19:39:51"
"Lvs37496","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","493","50","543","2024-11-23 15:57:46","2024-11-22 19:02:28"
"Lvs37603","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","1350","50","1400","2024-11-23 15:49:41","2024-11-23 09:46:27"
"Lvs37032","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","876","50","926","2024-11-23 15:47:31","2024-11-21 08:32:04"
"Lvs37274","INVENTORY","Randa","طلب العميلة بالالغاء","612","50","662","2024-11-23 15:40:07","2024-11-22 01:30:31"
"Lvs37594","INVENTORY","Nermin ","ملغي لعدم وجود القطعة ومش عايزة بدايل","1080","50","1130","2024-11-23 15:11:54","2024-11-23 09:46:27"
"Lvs37205","INVENTORY","Randa","طلب العميلة بالالغاء","261.25","90","351.25","2024-11-23 14:47:29","2024-11-23 13:16:11"
"Lvs37711","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","460.8","60","520.8","2024-11-23 14:37:17","2024-11-23 14:17:56"
"Lvs37148","INVENTORY","Nermin ","ملغي لعدم وجود القطعة  ومش عايزة البدايل","921.6","50","971.6","2024-11-23 13:05:07","2024-11-21 14:16:03"
"Lvs37148","INVENTORY","Nermin ","ملغي لعدم وجود القطعة  ومش عايزة البدايل","921.6","50","971.6","2024-11-23 13:05:06","2024-11-21 14:16:03"
"Lvs37041","INVENTORY","Nermin ","ملغي لعدم وجود القطعة ومش عايزة بديل","675","50","725","2024-11-23 13:02:45","2024-11-21 08:32:04"
"Lvs37347","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","367.2","50","417.2","2024-11-23 12:36:48","2024-11-22 10:49:01"
"Lvs37234","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","676","50","726","2024-11-23 12:34:32","2024-11-21 18:44:04"
"Lvs37104","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","625","80","705","2024-11-23 12:27:23","2024-11-21 11:07:04"
"Lvs36537","OTHER","Nermin ","ملغي","722","50","772","2024-11-23 12:17:11","2024-11-19 08:41:36"
"Lvs36821","REPEATED_ORDER","Nermin ","ملغي مكرر","1738.8","95","1833.8","2024-11-23 12:13:59","2024-11-20 13:21:29"
"Lvs37308","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","1000.6","60","1060.6","2024-11-23 12:07:58","2024-11-23 11:55:15"
"Lvs37451","INVENTORY","Randa","طلب العميلة بالالغاء","240","60","300","2024-11-23 12:05:04","2024-11-22 15:48:21"
"Lvs37060","INVENTORY","Nermin ","ملغي لعدم وجود القطعة  ومش عايزة بدايل","350","50","400","2024-11-23 11:38:36","2024-11-21 08:32:04"
"Lvs37578","CUSTOMER_REQUEST","Noor","رغبة العميلة  طلبت الالغاء على الميل","1845","90","1935","2024-11-23 11:30:56","2024-11-23 09:46:27"
"Lvs37208","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","220","90","310","2024-11-23 11:23:23","2024-11-21 18:18:04"
"Lvs37610","OTHER","Mostafa","ملغي","305","90","395","2024-11-23 11:16:48","2024-11-23 09:46:27"
"Lvs37610","OTHER","Mostafa","ملغي","305","90","395","2024-11-23 11:16:33","2024-11-23 09:46:27"
"Lvs36710","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة بعتت لينا خلال الميل","1330","80","1410","2024-11-23 11:00:13","2024-11-20 10:18:27"
"Lvs37575","OTHER","Mostafa","0","1327.2","60","1387.2","2024-11-23 10:56:16","2024-11-23 09:46:27"
"Lvs37575","OTHER","Mostafa","0","1327.2","60","1387.2","2024-11-23 10:56:06","2024-11-23 09:46:27"
"Lvs37298","OTHER","Mostafa","0","893.7","60","953.7","2024-11-23 10:55:46","2024-11-22 01:30:41"
"Lvs37259","INVENTORY","Randa","طلب العميلة بالالغاء","1170","60","1230","2024-11-23 10:47:46","2024-11-21 20:33:10"
"Lvs36918","CUSTOMER_REQUEST","Noor","رغبة العميلة","2130","90","2220","2024-11-23 10:11:38","2024-11-21 15:20:31"
"Lvs37325","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","928","50","978","2024-11-23 09:48:55","2024-11-22 01:30:41"
"Lvs37528","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","120","95","215","2024-11-23 09:27:51","2024-11-22 22:52:22"
"Lvs37281","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","320","90","410","2024-11-23 09:20:55","2024-11-22 01:30:41"
"Lvs37454","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","1620","60","1680","2024-11-23 08:53:28","2024-11-22 15:48:21"
"Lvs37430","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","1358.4","90","1448.4","2024-11-23 08:31:14","2024-11-22 13:24:19"
"Lvs37085","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","290","50","340","2024-11-23 07:54:04","2024-11-21 11:07:03"
"Lvs37140","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","370","50","420","2024-11-23 07:49:57","2024-11-21 13:52:54"
"Lvs36726","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","330","50","380","2024-11-23 07:47:00","2024-11-20 10:18:27"
"Lvs37012","INVENTORY","Noor","نواقص محتاجة نفس الاوردر","300","50","350","2024-11-22 12:36:17","2024-11-21 08:31:55"
"Lvs36682","INVENTORY","Noor","نواقص محتاجة نفس الاوردر","675","50","725","2024-11-22 12:35:36","2024-11-19 18:27:51"
"Lvs37245","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","527","50","577","2024-11-22 11:40:19","2024-11-21 20:01:18"
"Lvs37396","CUSTOMER_REQUEST","Haimaa Gamal","ملغي","950","50","1000","2024-11-22 10:26:28","2024-11-22 10:49:06"
"Lvs37144","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","750","50","800","2024-11-21 15:38:09","2024-11-21 13:52:54"
"Lvs37165","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","260","50","310","2024-11-21 15:03:28","2024-11-21 15:57:52"
"Lvs36591","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","247","50","297","2024-11-21 13:03:35","2024-11-21 14:31:14"
"Lvs36842","INVENTORY","Nermin ","ملغي مش عايزة بدايل","525","60","585","2024-11-21 10:53:13","2024-11-20 15:43:48"
"Lvs36866","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","1750","50","1800","2024-11-21 10:51:49","2024-11-20 19:39:44"
"Lvs36238","INVENTORY","Randa","طلب العميلة بالالغاء","750","80","830","2024-11-21 10:50:57","2024-11-17 15:41:43"
"Lvs36921","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","480","50","530","2024-11-21 09:50:39","2024-11-21 08:31:36"
"Lvs37072","BROUGHT_FROM_STORE","Randa","طلب العميلة بالالغاء","750","50","800","2024-11-21 09:48:30","2024-11-21 08:32:04"
"Lvs36994","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","970","80","1050","2024-11-21 09:47:31","2024-11-21 08:31:55"
"Lvs36964","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","240","50","290","2024-11-21 09:45:58","2024-11-21 08:31:46"
"Lvs36803","INVENTORY","Nermin ","ملغي لعدم وجود القطع ومش عايزة بدايل","540","60","600","2024-11-21 09:29:45","2024-11-20 11:55:57"
"Lvs37057","OTHER","Mostafa","0","980","60","1040","2024-11-21 08:50:37","2024-11-21 08:32:04"
"Lvs37057","OTHER","Mostafa","0","980","60","1040","2024-11-21 08:48:27","2024-11-21 08:32:04"
"Lvs36540","OTHER","Mostafa","0","720","50","770","2024-11-21 08:48:04","2024-11-20 13:43:07"
"Lvs36776","INVENTORY","Nermin ","ملغي عايزة نفس القطعة ونفس المقاس","625","60","685","2024-11-20 19:04:37","2024-11-20 10:18:34"
"Lvs36672","INVENTORY","Nermin ","ملغي مش عايزة بدايل","325","50","375","2024-11-20 15:17:57","2024-11-19 16:59:59"
"Lvs36823","INVENTORY","Nermin ","ملغي لعدم وجود القطعة ومش عايزة بدايل","560","50","610","2024-11-20 15:15:02","2024-11-20 13:21:29"
"Lvs36815","REPEATED_ORDER","Nermin ","ملغي مكرر","2173.8","95","2268.8","2024-11-20 15:13:15","2024-11-20 12:53:13"
"Lvs36762","REPEATED_ORDER","Nermin ","ملغي مكرر","2756","95","2851","2024-11-20 15:12:40","2024-11-20 10:18:34"
"Lvs36813","INVENTORY","Nermin ","ملغي لعدم وجود القطعة  ومش عايزة بدايل","1964.8","50","2014.8","2024-11-20 13:16:15","2024-11-20 12:40:56"
"Lvs36795","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","812","50","862","2024-11-20 12:11:48","2024-11-20 10:57:33"
"Lvs36693","INVENTORY","Nermin ","ملغي لعدم وجود القطعة ومش عايزة بديل","675","50","725","2024-11-20 12:00:40","2024-11-20 10:18:27"
"Lvs36709","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","170","80","250","2024-11-20 09:21:23","2024-11-20 10:18:27"
"Lvs36689","ORDER_CONFIRMED_BY_MISTAKE","Zainab Mohamed","ملغي","500","50","550","2024-11-20 09:16:16","2024-11-19 18:27:51"
"Lvs36619","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","490","50","540","2024-11-19 20:43:22","2024-11-19 13:06:06"
"Lvs36532","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","1170","50","1220","2024-11-19 20:39:04","2024-11-19 08:41:36"
"Lvs36480","CUSTOMER_REQUEST","Nermin ","ملغي برغبتها وبعتتلنا علي الةواتساب","364","50","414","2024-11-19 15:36:16","2024-11-18 16:38:44"
"Lvs36465","OTHER","Mostafa","0","1244.8","95","1339.8","2024-11-19 15:32:05","2024-11-18 16:38:41"
"Lvs36489","CUSTOMER_REQUEST","Nermin ","ملغي لعدم وجود القطعة  ومش عايزة البديل","716","60","776","2024-11-19 15:06:29","2024-11-18 17:15:30"
"Lvs36558","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","288","60","348","2024-11-19 15:03:31","2024-11-19 08:41:36"
"Lvs36573","INVENTORY","Nermin ","ومش عايزة البديل ملغي لعدم وجود القطعة","160","50","210","2024-11-19 14:57:50","2024-11-19 08:41:36"
"Lvs36538","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر و هتشترى من الفرع","1444","80","1524","2024-11-19 14:52:57","2024-11-19 08:41:36"
"Lvs34598","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء هتشتري من الفرع","220","50","270","2024-11-19 13:55:36","2024-11-08 17:43:25"
"Lvs36597","CUSTOMER_REQUEST","Noor","نواقص محتاجه نفس اللى فى الاوردر","1724","50","1774","2024-11-19 13:46:56","2024-11-19 10:14:19"
"Lvs35051","OTHER","Nermin ","ملغي برغبتها","2082","50","2132","2024-11-19 12:42:18","2024-11-19 14:32:07"
"Lvs35051","OTHER","Nermin ","ملغي برغبتها","2082","50","2132","2024-11-19 12:42:17","2024-11-19 14:32:07"
"Lvs36582","BROUGHT_FROM_STORE","Randa","طلب العميلة بالالغاء","584","50","634","2024-11-19 10:38:37","2024-11-19 08:41:38"
"Lvs36485","CUSTOMER_REQUEST","Fatma Elsayed","العميلة هتشترى من الفرع","250","50","300","2024-11-19 08:54:48","2024-11-18 16:38:44"
"Lvs35883","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","1630","90","1720","2024-11-19 08:43:50","2024-11-16 16:36:30"
"Lvs36556","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","75","50","125","2024-11-19 08:36:15","2024-11-19 08:41:36"
"Lvs36553","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","75","50","125","2024-11-19 08:33:54","2024-11-19 08:41:36"
"Lvs35681","BROUGHT_FROM_STORE","Nermin ","ملغي هتشتري من الفرع","1300","50","1350","2024-11-19 08:02:47","2024-11-14 10:22:32"
"Lvs36352","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","436.5","60","496.5","2024-11-18 16:01:45","2024-11-18 08:21:15"
"Lvs36184","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","757.6","90","847.6","2024-11-18 14:17:29","2024-11-17 09:57:24"
"Lvs36170","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","200","60","260","2024-11-18 14:04:10","2024-11-17 09:57:24"
"Lvs36253","INVENTORY","Randa","طلب العميلة بالالغاء","675","50","725","2024-11-18 13:00:49","2024-11-18 08:20:59"
"Lvs36448","INVENTORY","Randa","طلب العميلة بالالغاء","620","90","710","2024-11-18 12:54:16","2024-11-18 13:43:21"
"Lvs36359","INVENTORY","Randa","طلب العميلة بالالغاء","675","80","755","2024-11-18 12:36:08","2024-11-18 08:21:15"
"Lvs36418","INVENTORY","Randa","طلب العميلة بالالغاء نواقص","1215","60","1275","2024-11-18 12:31:57","2024-11-18 10:25:21"
"Lvs36432","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","675","90","765","2024-11-18 11:37:09","2024-11-18 11:40:18"
"Lvs36430","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","675","90","765","2024-11-18 11:36:23","2024-11-18 11:13:36"
"Lvs36237","INVENTORY","Randa","طلب العميلة بالالغاء نواقص","675","90","765","2024-11-18 10:38:24","2024-11-17 15:41:43"
"Lvs36177","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","620","60","680","2024-11-18 10:12:54","2024-11-17 09:57:24"
"Lvs35924","INVENTORY","Randa","طلب العميلة بالالغاء نواقص","280","80","360","2024-11-18 09:19:23","2024-11-16 10:16:49"
"Lvs36293","OTHER","Mostafa","0","640","60","700","2024-11-18 09:12:13","2024-11-18 08:21:07"
"Lvs36285","OTHER","Mostafa","0","1952","60","2012","2024-11-18 09:11:02","2024-11-18 08:21:07"
"Lvs36281","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","340","50","390","2024-11-18 09:05:05","2024-11-18 08:21:07"
"Lvs35950","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","191.25","50","241.25","2024-11-17 15:32:47","2024-11-16 10:16:49"
"Lvs35815","INVENTORY","Noor","ملغى لعدم الرد على موبايل و ميل  و لا يوجد واتساب","550","95","645","2024-11-17 15:05:09","2024-11-15 11:54:33"
"Lvs36147","INVENTORY","Randa","طلب العميلة بالالغاء","693","50","743","2024-11-17 15:00:34","2024-11-16 22:04:20"
"Lvs36219","INVENTORY","Randa","طلب العميلة بالالغاء","675","50","725","2024-11-17 14:03:30","2024-11-17 12:51:33"
"Lvs36153","INVENTORY","Randa","طلب العميلة بالالغاء","434","60","494","2024-11-17 13:27:44","2024-11-16 22:04:20"
"Lvs35885","INVENTORY","Noor","العميلة اشترت من فرع عمار ابن ياسر","748.8","50","798.8","2024-11-17 10:53:41","2024-11-15 11:54:38"
"Lvs35870","INVENTORY","Randa","طلب العميلة بالالغاء","265","50","315","2024-11-17 10:41:55","2024-11-15 11:54:38"
"Lvs36114","INVENTORY","Randa","طلب العميلة بالالغاء","1100","80","1180","2024-11-17 10:26:21","2024-11-16 17:02:32"
"Lvs35913","INVENTORY","Samar Hamdy","ملغي نواقص","620","50","670","2024-11-17 09:16:05","2024-11-16 10:16:49"
"Lvs36046","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","503.2","60","563.2","2024-11-17 08:45:30","2024-11-16 10:17:03"
"Lvs36101","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","460.8","50","510.8","2024-11-17 08:24:19","2024-11-16 17:02:32"
"Lvs35808","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","350","50","400","2024-11-17 07:59:02","2024-11-15 11:54:25"
"Lvs35771","INVENTORY","Noor","نواقص محتاجة نفس اللون","575","90","665","2024-11-16 20:01:50","2024-11-14 17:31:58"
"Lvs35886","INVENTORY","Noor","نواقص محتاجة نفس اللون","290","50","340","2024-11-16 19:34:24","2024-11-15 11:54:38"
"Lvs36029","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","651","60","711","2024-11-16 15:49:58","2024-11-16 10:17:03"
"Lvs35963","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","334.2","90","424.2","2024-11-16 15:45:57","2024-11-16 10:16:56"
"Lvs36048","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","1806.6","50","1856.6","2024-11-16 15:30:37","2024-11-16 10:17:03"
"Lvs35805","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","325","50","375","2024-11-16 15:26:49","2024-11-15 11:54:25"
"Lvs35604","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","900","50","950","2024-11-16 15:15:50","2024-11-14 10:22:20"
"Lvs36035","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","300","50","350","2024-11-16 14:56:34","2024-11-16 10:17:03"
"Lvs36020","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","906.1","60","966.1","2024-11-16 14:49:54","2024-11-16 10:17:03"
"Lvs35854","REPEATED_ORDER","Samar Hamdy","العميله طلبت الغاء الاوردر","191.25","50","241.25","2024-11-16 14:03:25","2024-11-16 10:58:06"
"Lvs35980","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","540","50","590","2024-11-16 14:02:09","2024-11-16 10:16:56"
"Lvs35979","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","480","50","530","2024-11-16 14:01:28","2024-11-16 10:16:56"
"Lvs35968","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","347","50","397","2024-11-16 13:56:29","2024-11-16 10:16:56"
"Lvs35848","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","767.55","50","817.55","2024-11-16 13:38:22","2024-11-15 11:54:33"
"Lvs35845","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","922.5","90","1012.5","2024-11-16 13:36:55","2024-11-15 11:54:33"
"Lvs35937","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","675","50","725","2024-11-16 13:14:21","2024-11-16 10:16:49"
"Lvs35467","OTHER","Nermin ","ملغي لعدم وجود رد","700.8","50","750.8","2024-11-16 13:10:13","2024-11-13 09:35:34"
"Lvs35795","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","1374.4","60","1434.4","2024-11-16 13:06:34","2024-11-14 18:52:02"
"Lvs35502","INVENTORY","Nermin ","ملغي مش عايزة بدايل","1365.1","90","1455.1","2024-11-16 13:02:46","2024-11-13 09:35:38"
"Lvs35859","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","910","80","990","2024-11-16 12:10:18","2024-11-15 11:54:38"
"Lvs35816","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","450","90","540","2024-11-16 12:06:43","2024-11-15 11:54:33"
"Lvs35786","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","730.8","90","820.8","2024-11-16 11:56:25","2024-11-14 18:52:02"
"Lvs35814","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","232","50","282","2024-11-16 11:49:25","2024-11-15 11:54:33"
"Lvs35843","REPEATED_ORDER","Noor","مكرر","500","90","590","2024-11-16 11:31:07","2024-11-15 11:54:33"
"Lvs35212","CUSTOMER_REQUEST","Noor","العميلة مسافرة و الاوردر مش هيوصل فى الميعاد اللى هى متجاه","2419.75","90","2469.75","2024-11-16 11:00:42","2024-11-14 13:07:07"
"Lvs36033","BROUGHT_FROM_STORE","Randa","طلب العميلة بالالغاء","670","50","720","2024-11-16 10:30:14","2024-11-16 10:17:03"
"Lvs35930","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","180","50","230","2024-11-16 10:22:16","2024-11-16 10:16:49"
"Lvs36039","OTHER","Mostafa","0","1025","50","1075","2024-11-16 09:59:41","2024-11-16 10:17:03"
"Lvs35831","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","191.25","80","271.25","2024-11-16 09:33:38","2024-11-15 11:54:33"
"Lvs35486","INVENTORY","Noor","نواقص القطع غير متاحة","943.2","90","1033.2","2024-11-16 09:06:54","2024-11-13 09:35:34"
"Lvs35112","BROUGHT_FROM_STORE","Noor","العميلة اشترت من فرع Point90","252","50","302","2024-11-15 12:22:58","2024-11-12 15:04:48"
"Lvs35727","INVENTORY","Noor","نواقص محتاجة نفس الموديل","224","50","274","2024-11-14 21:56:40","2024-11-14 14:55:35"
"Lvs35712","INVENTORY","Noor","نواقص محتاجة الاوردر كامل","1300.5","95","1395.5","2024-11-14 20:46:35","2024-11-14 12:22:14"
"Lvs35413","OTHER","Nermin ","مش عايزة اي بدايل","640","60","700","2024-11-14 19:01:23","2024-11-12 17:09:11"
"Lvs35367","OTHER","Mostafa","ملغي","998.75","50","1048.75","2024-11-14 17:17:25","2024-11-14 17:30:19"
"Lvs35710","CUSTOMER_REQUEST","Haimaa Gamal","طلب من العميله من علي الانستا","538.3","50","588.3","2024-11-14 15:26:08","2024-11-14 12:22:14"
"Lvs35670","CUSTOMER_REQUEST","Nermin ","ملغي برغبتها","1130","50","1180","2024-11-14 15:17:23","2024-11-14 10:22:32"
"Lvs35512","REPEATED_ORDER","Fatma","ملغي مكرر","604","60","664","2024-11-14 15:00:30","2024-11-13 09:35:38"
"Lvs35576","CUSTOMER_REQUEST","Haimaa Gamal","طلب من العميله علي الانستجرام","250","50","300","2024-11-14 14:55:35","2024-11-13 20:25:19"
"Lvs35595","REPEATED_ORDER","Fatma","ملغي","556","50","606","2024-11-14 14:51:17","2024-11-13 20:25:19"
"Lvs35320","INVENTORY","Nermin ","ملغي لعدم وجود القطعة","540","50","590","2024-11-14 14:09:00","2024-11-11 18:17:34"
"Lvs35686","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","625","50","675","2024-11-14 13:44:47","2024-11-14 10:22:32"
"Lvs35647","INVENTORY","Noor","رغبة العميلة  طلبت الغاء الاوردر كامل","795.2","50","845.2","2024-11-14 12:40:34","2024-11-14 10:22:27"
"Lvs35557","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","961.5","50","1011.5","2024-11-14 12:19:21","2024-11-13 14:04:47"
"Lvs35629","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","575","80","655","2024-11-14 11:59:16","2024-11-14 10:22:27"
"Lvs35588","INVENTORY","Noor","نواقص محتاجه نفس اللى فى الاوردر","115","60","175","2024-11-14 11:46:49","2024-11-13 20:25:19"
"Lvs35662","REPEATED_ORDER","Samar Hamdy","العميله طلبت الغاء الاوردر","65","50","115","2024-11-14 11:37:21","2024-11-14 10:22:32"
"Lvs35654","REPEATED_ORDER","Samar Hamdy","العميله طلبت الغاء الاوردر","120","50","170","2024-11-14 11:35:28","2024-11-14 10:22:27"
"Lvs35656","OTHER","Mostafa","0","1280.8","60","1340.8","2024-11-14 10:22:33","2024-11-14 10:22:27"
"Lvs35579","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","300","80","380","2024-11-14 09:19:42","2024-11-13 20:25:19"
"Lvs34942","OTHER","Nermin ","ملغي لعدم وجود رد","1024","50","1074","2024-11-14 08:32:00","2024-11-10 10:20:49"
"Lvs35551","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر نواقص","299.2","80","379.2","2024-11-14 08:07:29","2024-11-13 13:18:58"
"Lvs35321","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر نواقص","1042","60","1102","2024-11-14 08:02:53","2024-11-12 12:56:06"
"Lvs35537","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","850","60","910","2024-11-13 15:39:22","2024-11-13 13:18:58"
"Lvs35482","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","420","50","470","2024-11-13 15:22:42","2024-11-13 09:35:34"
"Lvs35529","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","625","50","675","2024-11-13 15:22:21","2024-11-13 09:35:38"
"Lvs35472","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","490","50","540","2024-11-13 15:02:08","2024-11-13 09:35:34"
"Lvs35307","INVENTORY","Nermin ","ملغي لعدم وجود القطعة","884","50","934","2024-11-13 14:32:18","2024-11-11 18:17:33"
"Lvs35278","INVENTORY","Nermin ","ملغي لعدم وجود الاوفرز","1464","80","1544","2024-11-13 14:24:07","2024-11-11 15:25:25"
"Lvs35194","INVENTORY","Nermin ","ملغي عرضنا عليها بدايل كتير عايزة نفس اللون","657","60","717","2024-11-13 14:09:51","2024-11-11 10:09:28"
"Lvs35404","CUSTOMER_REQUEST","Haimaa Gamal","طلب العميلة","250","50","300","2024-11-13 13:05:37","2024-11-12 10:37:22"
"Lvs35454","REPEATED_ORDER","Fatma","ملغي مكرر","3290","50","3340","2024-11-13 13:04:29","2024-11-12 17:36:13"
"Lvs35427","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","5810","50","5860","2024-11-13 13:04:07","2024-11-12 17:09:17"
"Lvs35427","REPEATED_ORDER","Fatma","ملغي","5810","50","5860","2024-11-13 13:03:36","2024-11-12 17:09:17"
"Lvs35269","INVENTORY","Nermin ","ملغي مش عايزة بدايل","850","80","930","2024-11-13 12:51:09","2024-11-11 14:09:59"
"Lvs35342","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر نواقص","390","60","450","2024-11-13 12:27:18","2024-11-12 10:32:35"
"Lvs35188","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","455","50","505","2024-11-13 12:07:00","2024-11-11 10:09:28"
"Lvs34720","INVENTORY","Samar Hamdy","العميله طلبت الغاء الاوردر","226.6","95","321.6","2024-11-13 12:03:43","2024-11-09 09:02:01"
"Lvs35331","CUSTOMER_REQUEST","Samar Hamdy","العميله طلبت الغاء الاوردر","675","80","755","2024-11-13 12:02:53","2024-11-12 10:32:35"
"Lvs35424","CUSTOMER_REQUEST","Fatma Elsayed","رغبة العميلة","430","60","490","2024-11-13 12:01:15","2024-11-12 17:09:11"
"Lvs35452","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2865","90","2955","2024-11-13 11:53:57","2024-11-12 17:36:13"
"Lvs35362","OTHER","Mostafa","0","550","50","600","2024-11-13 11:36:46","2024-11-12 10:32:35"
"Lvs35290","OTHER","Mostafa","ملغي","550","90","640","2024-11-13 11:34:52","2024-11-11 17:06:59"
"Lvs34922","BROUGHT_FROM_STORE","Nermin ","ملغي باعتلها بدايل قالت هتشري من الفرع","440","60","500","2024-11-13 11:29:25","2024-11-10 10:20:49"
